form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00409730,15139429C,15139429,SA11C,CCM,Friends For Gregory Meeks,,,,,,15301 Jamaica Ave,Ste 535,Jamaica,NY,114323921,,,2023-03-27,1000.00,0.00,Conduit Contribution,,C00430991,,,Meeks,Gregory,,,,H,NY,05,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15139840C,15139840,SA11C,CCM,Friends For Gregory Meeks,,,,,,15301 Jamaica Ave,Ste 535,Jamaica,NY,114323921,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00430991,,,Meeks,Gregory,,,,H,NY,05,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140592C,15140592,SA11C,CCM,Friends For Gregory Meeks,,,,,,15301 Jamaica Ave,Ste 535,Jamaica,NY,114323921,,,2023-03-28,2500.00,0.00,Conduit Contribution,,C00430991,,,Meeks,Gregory,,,,H,NY,05,,,,,,,X,Earmarked by FEDEX CORPORATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15144105C,15144105,SA11C,CCM,Friends For Gregory Meeks,,,,,,15301 Jamaica Ave,Ste 535,Jamaica,NY,114323921,,,2023-03-30,1000.00,0.00,Conduit Contribution,,C00430991,,,Meeks,Gregory,,,,H,NY,05,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15139771C,15139771,SA11C,CCM,Friends Of Don Beyer,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00555888,,,Beyer,Donald,,,Jr.,H,VA,08,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141728C,15141728,SA11AI,CCM,Friends Of Don Beyer,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2023-03-29,1000.00,0.00,Conduit Contribution,,C00555888,,,Beyer,Donald,,,Jr.,H,VA,08,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15144100C,15144100,SA11C,CCM,Friends Of Don Beyer,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00555888,,,Beyer,Donald,,,Jr.,H,VA,08,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15144101C,15144101,SA11C,CCM,Friends Of Don Beyer,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,,,2023-03-30,1000.00,0.00,Conduit Contribution,,C00555888,,,Beyer,Donald,,,Jr.,H,VA,08,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15133145C,15133145,SA11C,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,601681202,,,2023-03-16,1500.00,0.00,Conduit Contribution,,C00575092,,,Krishnamoorthi,S. Raja,,,,H,IL,08,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15139833C,15139833,SA11C,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumburg,IL,601681202,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00575092,,,Krishnamoorthi,S. Raja,,,,H,IL,08,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366536,,,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00409730,500366535,,,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00409730,500369152,,,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-03-24,3000.00,0.00,Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00409730,15139888C,15139888,SA11C,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140569C,15140569,SA11C,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,,,2023-03-27,1000.00,0.00,Conduit Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,X,Earmarked by STRICKLAND FOR WASHINGTON
SB23,C00409730,15176607C,15176607,SA11C,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,880464612,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,500366541,,,PAC,GETTING RESULTS BY ENGAGING THE GRASSROOTS (GREG PAC),,,,,,910 17Th St NW,Ste 925,Washington,DC,200062641,,,2023-03-07,1000.00,0.00,Contribution,,C00758862,GETTING RESULTS BY ENGAGING THE GRASSROOTS (GREG PAC),,,,,,,,,,,,,,,,,
SB23,C00409730,15136694C,15136694,SA11C,CCM,Glenn Ivey For Congress 2022,,,,,,PO Box 85,,Bladensburg,MD,207100085,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00792283,,,IVEY,GLENN,,,,H,MD,04,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,15139830C,15139830,SA11C,CCM,Glenn Ivey For Congress 2022,,,,,,PO Box 85,,Bladensburg,MD,207100085,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00792283,,,IVEY,GLENN,,,,H,MD,04,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366542,,,CCM,Haley Stevens For Congress,,,,,,33717 Woodward Ave,# 539,Birmingham,MI,480090913,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00638650,,,Stevens,Haley,,,,H,MI,11,,,,,,,,
SB23,C00409730,15136544C,15136544,SA11C,CCM,Haley Stevens For Congress,,,,,,33717 Woodward Ave,# 539,Birmingham,MI,480090913,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00638650,,,Stevens,Haley,,,,H,MI,11,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,15139881C,15139881,SA11C,CCM,Haley Stevens For Congress,,,,,,33717 Woodward Ave,# 539,Birmingham,MI,480090913,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00638650,,,Stevens,Haley,,,,H,MI,11,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139826C,15139826,SA11C,CCM,Himes For Congress,,,,,,857 Post Rd,# 312,Fairfield,CT,068246041,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00434191,,,Himes,Jim,,,,H,CT,04,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141716C,15141716,SA11C,CCM,Himes For Congress,,,,,,857 Post Rd,# 312,Fairfield,CT,068246041,,,2023-03-29,1500.00,0.00,Conduit Contribution,,C00434191,,,Himes,Jim,,,,H,CT,04,,,,,,,X,Earmarked by AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE - AIC PAC
SB23,C00409730,15144088C,15144088,SA11C,CCM,Himes For Congress,,,,,,857 Post Rd,# 312,Fairfield,CT,068246041,,,2023-03-30,3500.00,0.00,Conduit Contribution,,C00434191,,,Himes,Jim,,,,H,CT,04,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15139842C,15139842,SA11C,CCM,Jared Moskowitz For Congress,,,,,,PO Box 8784,,Coral Springs,FL,330758784,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00807628,,,MOSKOWITZ,JARED,,,,H,FL,23,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140590C,15140590,SA11C,CCM,Jared Moskowitz For Congress,,,,,,PO Box 8784,,Coral Springs,FL,330758784,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00807628,,,MOSKOWITZ,JARED,,,,H,FL,23,,,,,,,X,Earmarked by FEDEX CORPORATION POLITICAL ACTION COMMITTEE
SB23,C00409730,500366543,,,CCM,Jeff Jackson For Congress,,,,,,PO Box 470882,,Charlotte,NC,282470882,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00767400,,,JACKSON,JEFF,,,,H,NC,14,,,,,,,,
SB23,C00409730,500369171,,,CCM,Jeff Jackson For Congress,,,,,,PO Box 470882,,Charlotte,NC,282470882,P2024,,2023-03-24,3000.00,0.00,Contribution,,C00767400,,,JACKSON,JEFF,,,,H,NC,14,,,,,,,,
SB23,C00409730,15176612C,15176612,SA11C,CCM,Jeff Jackson For Congress,,,,,,PO Box 470882,,Charlotte,NC,282470882,,,2023-03-28,500.00,0.00,Conduit Contribution,,C00767400,,,JACKSON,JEFF,,,,H,NC,14,,,,,,,X,Earmarked by Ami Bera for Congress
SB23,C00409730,15139812C,15139812,SA11C,CCM,Jim Costa For Congress,,,,,,2037 W Bullard Ave,,Fresno,CA,937111200,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00391029,,,Costa,Jim,,,,H,CA,16,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141723C,15141723,SA11AI,CCM,Jim Costa For Congress,,,,,,2037 W Bullard Ave,,Fresno,CA,937111200,,,2023-03-29,3300.00,0.00,Conduit Contribution,,C00391029,,,Costa,Jim,,,,H,CA,16,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15141739C,15141739,SA11AI,CCM,Jim Costa For Congress,,,,,,2037 W Bullard Ave,,Fresno,CA,937111200,,,2023-03-29,3300.00,0.00,Conduit Contribution,,C00391029,,,Costa,Jim,,,,H,CA,16,,,,,,,X,Earmarked by William S. Fisher
SB23,C00409730,15139853C,15139853,SA11C,CCM,Jimmy Panetta For Congress,,,,,,PO Box 1579,,Carmel Valley,CA,939241579,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00592154,,,PANETTA,JIMMY,,,,H,CA,20,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141720C,15141720,SA11AI,CCM,Jimmy Panetta For Congress,,,,,,PO Box 1579,,Carmel Valley,CA,939241579,,,2023-03-29,3300.00,0.00,Conduit Contribution,,C00592154,,,PANETTA,JIMMY,,,,H,CA,20,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15141734C,15141734,SA11AI,CCM,Jimmy Panetta For Congress,,,,,,PO Box 1579,,Carmel Valley,CA,939241579,,,2023-03-29,1000.00,0.00,Conduit Contribution,,C00592154,,,PANETTA,JIMMY,,,,H,CA,20,,,,,,,X,Earmarked by William S. Fisher
SB23,C00409730,15144085C,15144085,SA11C,CCM,Jimmy Panetta For Congress,,,,,,PO Box 1579,,Carmel Valley,CA,939241579,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00592154,,,PANETTA,JIMMY,,,,H,CA,20,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15144087C,15144087,SA11C,PAC,Jobs And Innovation Matter PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-03-30,1000.00,0.00,Conduit Contribution,,C00494112,Jobs And Innovation Matter PAC,,,,,,,,,,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15144217C,15144217,SA11C,PAC,Jobs And Innovation Matter PAC,,,,,,PO Box 15320,,Washington,DC,200030320,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00494112,Jobs And Innovation Matter PAC,,,,,,,,,,,,,,,,X,Earmarked by Boehringer Ingelheim USA Corporation PAC
SB23,C00409730,500366545,,,CCM,JOE MORELLE FOR CONGRESS,,,,,,PO Box 90914,,Rochester,NY,146090914,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00675108,,,MORELLE,JOSEPH D,,,,H,NY,25,,,,,,,,
SB23,C00409730,15139841C,15139841,SA11C,CCM,JOE MORELLE FOR CONGRESS,,,,,,PO Box 90914,,Rochester,NY,146090914,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00675108,,,MORELLE,JOSEPH D,,,,H,NY,25,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141682C,15141682,SA11C,CCM,JOINING IDEAS TO MOTIVATE MOVEMENT FOR YOU (JIMMY PAC),,,,,,PO Box 83142,,Gaithersburg,MD,208833142,,,2023-03-29,5000.00,0.00,Conduit Contribution,,C00680132,,,,,,,,,,00,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15139825C,15139825,SA11C,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,074510584,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00573949,,,Gottheimer,Josh,,,,H,NJ,05,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500369172,,,CCM,Josh Harder For Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,P2024,,2023-03-24,5000.00,0.00,Contribution,,C00639146,,,Harder,Josh,,,,H,CA,10,,,,,,,,
SB23,C00409730,15176610C,15176610,SA11C,CCM,Josh Harder For Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,,,2023-03-28,500.00,0.00,Conduit Contribution,,C00639146,,,Harder,Josh,,,,H,CA,10,,,,,,,X,Earmarked by Ami Bera for Congress
SB23,C00409730,15139775C,15139775,SA11C,CCM,Julia Brownley For Congress,,,,,,PO Box 2018,,Thousand Oaks,CA,913582018,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00513077,,,Brownley,Julia,,,,H,CA,26,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500369173,,,CCM,Kathy Manning For Congress,,,,,,PO Box 41197,,Greensboro,NC,274041197,P2024,,2023-03-24,5000.00,0.00,Contribution,,C00662577,,,Manning,Kathy,,,,H,NC,13,,,,,,,,
SB23,C00409730,15134456C,15134456,SA11AI,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,,,2023-03-20,1000.00,0.00,Conduit Contribution,,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,X,Earmarked by Herb Allen
SB23,C00409730,15136684C,15136684,SA11C,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,,,2023-03-22,5000.00,0.00,Conduit Contribution,,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,500369175,,,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,P2024,,2023-03-24,2500.00,0.00,Contribution,,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,,
SB23,C00409730,15139835C,15139835,SA11C,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140574C,15140574,SA11C,CCM,"Kuster For Congress, Inc.",,,,,,PO Box 1498,,Concord,NH,033021498,,,2023-03-28,1500.00,0.00,Conduit Contribution,,C00462861,,,Kuster,Ann,,,,H,NH,02,,,,,,,X,Earmarked by BLOCKPAC
SB23,C00409730,500366547,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00409730,500366546,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00409730,500369176,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-03-24,3000.00,0.00,Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00409730,15140587C,15140587,SA11C,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,X,Earmarked by Annie PAC
SB23,C00409730,15176596C,15176596,SA11C,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15136681C,15136681,SA11C,CCM,Lisa Blunt Rochester For Congress,,,,,,PO Box 9767,,Wilmington,DE,198090767,,,2023-03-22,2500.00,0.00,Conduit Contribution,,C00590778,,,Blunt Rochester,Lisa,,,,H,DE,01,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,15139772C,15139772,SA11C,CCM,Lisa Blunt Rochester For Congress,,,,,,PO Box 9767,,Wilmington,DE,198090767,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00590778,,,Blunt Rochester,Lisa,,,,H,DE,01,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139431C,15139431,SA11C,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-03-27,1000.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15139811C,15139811,SA11C,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141722C,15141722,SA11AI,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-03-29,3300.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by Robert J. Fisher
SB23,C00409730,15141732C,15141732,SA11C,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-03-29,5000.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by The Gap Inc. Political Action Committee
SB23,C00409730,15141735C,15141735,SA11AI,CCM,Lou Correa For Congress,,,,,,420 N Twin Oaks Valley Rd,Unit 2229,San Marcos,CA,920797090,,,2023-03-29,3300.00,0.00,Conduit Contribution,,C00578302,,,Correa,Jose Luis,,,,H,CA,46,,,,,,,X,Earmarked by William S. Fisher
SB23,C00409730,15139428C,15139428,SA11C,CCM,MAD4PA PAC,,,,,,PO Box 444,,Glenside,PA,190380444,,,2023-03-27,1000.00,0.00,Conduit Contribution,,C00670844,,,Dean,Madeleine,,,,H,PA,04,,,,,,,X,"Earmarked by T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)"
SB23,C00409730,15139816C,15139816,SA11C,CCM,MAD4PA PAC,,,,,,PO Box 444,,Glenside,PA,190380444,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00670844,,,Dean,Madeleine,,,,H,PA,04,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15141672C,15141672,SA11C,CCM,MAD4PA PAC,,,,,,PO Box 444,,Glenside,PA,190380444,,,2023-03-29,1000.00,0.00,Conduit Contribution,,C00670844,,,Dean,Madeleine,,,,H,PA,04,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,500366548,,,PAC,MAKING A DIFFERENCE PAC,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,,,2023-03-07,1000.00,0.00,Contribution,,C00757344,MAKING A DIFFERENCE PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,500366549,,,PAC,MAKING A REAL CHANGE - MARC PAC,,,,,,499 S Capitol St SW,Ste 422,Washington,DC,200034028,,,2023-03-07,1000.00,0.00,Contribution,,C00562330,MAKING A REAL CHANGE - MARC PAC,,,,,,,,,,,,,,,,,
SB23,C00409730,15139889C,15139889,SA11C,CCM,Marc Veasey Congressional Campaign Committee,,,,,,PO Box 50084,,Fort Worth,TX,761050084,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00506832,,,Veasey,Marc,,,,H,TX,33,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139877C,15139877,SA11C,CCM,Mikie Sherrill For Congress,,,,,,PO Box 43032,,Montclair,NJ,070430032,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00640003,,,Sherrill,Rebecca Michelle,,,,H,NJ,11,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15136538C,15136538,SA11C,CCM,Morgan McGarvey For Congress,,,,,,PO Box 5324,,Louisville,KY,402550324,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00791392,,,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,15139838C,15139838,SA11C,CCM,Morgan McGarvey For Congress,,,,,,PO Box 5324,,Louisville,KY,402550324,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00791392,,,MCGARVEY,MORGAN,,,,H,KY,03,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15139843C,15139843,SA11C,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,019706213,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00547240,,,Moulton,Seth,,,,H,MA,06,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,500366550,,,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,,
SB23,C00409730,500369179,,,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,P2024,,2023-03-24,4000.00,0.00,Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,,
SB23,C00409730,15139851C,15139851,SA11C,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15176598C,15176598,SA11C,CCM,MRVAN FOR CONGRESS,,,,,,PO Box 55,,Crown Point,IN,463080055,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00727529,,,MRVAN,FRANK J,,,,H,IN,01,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15136690C,15136690,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-03-22,2500.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by Elevance Health PAC (Formerly Anthem PAC)
SB23,C00409730,500369181,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,P2024,,2023-03-24,5000.00,0.00,Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,,
SB23,C00409730,15139827C,15139827,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15140566C,15140566,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-03-27,1000.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by STRICKLAND FOR WASHINGTON
SB23,C00409730,15141681C,15141681,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-03-29,2500.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by Target Citizens Political Forum
SB23,C00409730,15176595C,15176595,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-03-28,1000.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by AMERICAN INNOVATION POLITICAL ACTION COMMITTEE
SB23,C00409730,15144091C,15144091,SA11C,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00668228,,,Horsford,Steven,A.,,,H,NV,04,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,15134459C,15134459,SA11C,CCM,Nikema For Congress,,,,,,PO Box 311913,,Atlanta,GA,311311913,,,2023-03-20,3000.00,0.00,Conduit Contribution,,C00752584,,,WILLIAMS,NIKEMA,NATASSHA,,,H,GA,05,,,,,,,X,Earmarked by Ally Financial Inc. Advocacy PAC
SB23,C00409730,15139893C,15139893,SA11C,CCM,Nikema For Congress,,,,,,PO Box 311913,,Atlanta,GA,311311913,,,2023-03-27,2500.00,0.00,Conduit Contribution,,C00752584,,,WILLIAMS,NIKEMA,NATASSHA,,,H,GA,05,,,,,,,X,Earmarked by Honeywell International PAC
SB23,C00409730,15144113C,15144113,SA11C,CCM,Nikema For Congress,,,,,,PO Box 311913,,Atlanta,GA,311311913,,,2023-03-30,2500.00,0.00,Conduit Contribution,,C00752584,,,WILLIAMS,NIKEMA,NATASSHA,,,H,GA,05,,,,,,,X,Earmarked by Investment Company Institute PAC
SB23,C00409730,500366557,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-03-07,1000.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00409730,15136534C,15136534,SA11C,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,,,2023-03-22,1000.00,0.00,Conduit Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,X,Earmarked by Bridge The Gap PAC
SB23,C00409730,500366558,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-03-22,1000.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
